sensor_id,plant_id,timestamp,power_consumption,voltage,current,temperature,power_factor,frequency,is_anomaly
SENSOR_C02,PLANT_C,2026-06-28T22:32:10.806379Z,111.99,218.05,0.56,43.62,0.858,49.94,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:11.809925Z,468.04,162.53,4.36,66.32,0.862,49.92,1
SENSOR_A02,PLANT_A,2026-06-28T22:32:11.809925Z,450.6,221.88,1.64,66.52,0.861,50.1,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:11.809925Z,502.08,218.73,1.92,68.25,0.886,50.04,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:11.809925Z,441.43,220.02,2.35,61.45,0.881,50.08,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:11.809925Z,478.77,221.17,2.66,68.31,0.858,49.92,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:11.809925Z,244.75,219.0,1.36,57.6,0.878,50.08,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:11.809925Z,215.54,221.25,1.21,56.21,0.862,50.03,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:11.809925Z,261.84,218.97,0.8,60.44,0.853,49.93,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:11.809925Z,110.47,220.48,0.28,49.31,0.884,49.93,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:11.809925Z,102.04,219.34,0.76,44.95,0.863,50.02,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:12.813161Z,474.96,219.84,2.41,65.15,0.88,49.93,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:12.813161Z,949.23,219.37,4.58,64.17,0.872,50.01,1
SENSOR_A03,PLANT_A,2026-06-28T22:32:12.813161Z,495.18,221.46,2.42,68.48,0.857,50.08,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:12.813161Z,436.56,218.73,2.32,63.09,0.877,49.99,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:12.813161Z,474.68,219.17,2.55,65.79,0.877,50.05,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:12.813161Z,229.5,218.12,1.5,58.77,0.884,50.08,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:12.813161Z,221.25,220.82,1.27,56.0,0.87,50.05,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:12.813161Z,262.44,218.53,1.36,59.57,0.858,50.0,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:12.813161Z,111.94,219.46,0.51,47.03,0.885,50.1,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:12.813161Z,113.35,219.66,0.07,44.83,0.88,50.06,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:13.815798Z,470.24,220.9,1.79,67.89,0.879,49.92,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:13.815798Z,451.27,219.97,2.02,66.54,0.85,49.92,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:13.815798Z,497.76,220.23,2.49,68.96,0.87,49.96,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:13.815798Z,429.85,219.23,2.0,61.08,0.862,50.02,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:13.815798Z,480.64,220.87,2.62,66.92,0.884,50.05,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:13.815798Z,234.18,218.22,0.69,55.15,0.885,49.98,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:13.815798Z,212.72,221.96,1.26,53.58,0.855,50.08,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:13.815798Z,257.33,219.15,0.77,59.43,0.881,50.04,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:13.815798Z,118.62,220.44,0.38,47.04,0.866,49.94,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:13.815798Z,106.57,219.07,0.57,47.39,0.855,50.06,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:14.819443Z,471.42,150.1,3.77,64.67,0.867,50.08,1
SENSOR_A02,PLANT_A,2026-06-28T22:32:14.819443Z,462.17,221.83,2.42,63.98,0.866,49.95,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:14.819443Z,496.36,219.48,2.32,69.07,0.877,49.9,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:14.819443Z,434.75,221.63,1.8,59.96,0.883,50.03,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:14.819443Z,490.06,218.53,1.78,65.72,0.888,50.1,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:14.819443Z,235.9,221.17,1.42,57.0,0.875,50.08,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:14.819443Z,209.96,221.31,1.0,55.83,0.852,50.1,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:14.819443Z,261.46,219.95,1.42,59.36,0.856,49.91,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:14.819443Z,123.52,221.63,0.34,45.67,0.852,49.93,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:14.819443Z,102.95,221.74,0.78,45.98,0.855,49.98,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:15.826497Z,471.84,221.67,1.73,68.02,0.853,49.9,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:15.826497Z,455.65,220.19,2.34,65.95,0.854,49.99,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:15.826497Z,501.62,221.07,2.06,68.8,0.86,50.09,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:15.826497Z,443.23,219.25,1.52,60.28,0.869,50.09,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:15.826497Z,482.95,220.42,1.77,65.88,0.856,49.98,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:15.826497Z,231.18,220.45,1.03,57.87,0.883,49.96,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:15.826497Z,224.17,219.09,0.92,54.99,0.866,49.93,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:15.826497Z,258.54,218.44,0.97,59.38,0.864,49.99,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:15.826497Z,107.16,220.26,0.07,48.04,0.491,54.81,1
SENSOR_C02,PLANT_C,2026-06-28T22:32:15.826497Z,113.68,218.01,0.9,46.75,0.851,49.95,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:16.830585Z,479.78,219.2,2.32,66.96,0.879,49.95,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:16.830585Z,462.93,221.83,1.69,63.7,0.889,49.99,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:16.830585Z,491.35,221.73,2.64,66.75,0.861,50.02,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:16.830585Z,446.97,219.11,1.93,63.15,0.864,50.09,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:16.830585Z,483.44,218.54,1.99,67.53,0.858,50.1,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:16.830585Z,233.66,220.86,1.2,58.88,0.876,50.04,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:16.830585Z,226.54,221.58,1.23,53.36,0.851,49.98,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:16.830585Z,265.17,221.97,1.49,59.71,0.854,50.05,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:16.830585Z,118.61,220.8,0.17,48.96,0.886,50.03,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:16.830585Z,104.07,220.62,0.51,45.67,0.856,50.05,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:17.832791Z,483.06,221.8,1.75,65.49,0.886,50.05,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:17.832791Z,448.35,221.79,2.12,63.6,0.871,50.08,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:17.832791Z,500.92,220.89,2.16,68.73,0.882,50.05,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:17.832791Z,438.35,219.17,1.97,59.95,0.889,49.91,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:17.832791Z,478.22,219.45,2.4,65.84,0.863,50.06,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:17.832791Z,241.72,220.27,0.87,57.34,0.881,49.92,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:17.832791Z,223.36,221.21,0.86,53.36,0.884,50.1,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:17.832791Z,262.92,220.37,1.25,59.5,0.857,49.92,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:17.832791Z,111.71,218.32,0.32,46.26,0.884,50.02,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:17.832791Z,105.36,220.26,0.27,45.42,0.865,49.94,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:18.856238Z,482.29,220.05,2.46,65.87,0.856,50.0,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:18.856238Z,452.95,221.25,1.74,64.26,0.858,50.05,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:18.856238Z,503.2,219.93,2.04,67.99,0.519,53.98,1
SENSOR_A04,PLANT_A,2026-06-28T22:32:18.856238Z,431.88,220.62,1.79,61.22,0.884,50.03,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:18.856238Z,480.57,221.01,2.64,66.01,0.869,49.94,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:18.856238Z,234.94,218.03,0.76,55.83,0.88,50.1,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:18.856238Z,225.56,218.63,1.21,55.69,0.875,50.0,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:18.856238Z,250.25,219.25,0.98,60.26,0.88,49.97,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:18.856238Z,115.03,219.4,0.61,49.37,0.875,49.97,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:18.856238Z,104.11,221.48,0.43,47.32,0.866,50.03,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:19.857707Z,477.39,220.78,2.42,64.68,0.884,50.06,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:19.857707Z,460.07,221.52,1.9,64.17,0.871,49.99,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:19.857707Z,494.1,219.23,2.63,70.15,0.869,49.9,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:19.857707Z,439.71,220.84,2.41,62.84,0.858,49.99,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:19.857707Z,479.82,221.11,2.07,67.11,0.887,49.95,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:19.857707Z,240.26,221.2,0.69,55.16,0.888,50.08,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:19.857707Z,219.99,221.77,1.22,55.46,0.862,50.1,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:19.857707Z,262.03,218.3,0.74,60.86,0.881,49.93,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:19.857707Z,111.53,219.85,0.93,47.64,0.864,50.01,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:19.857707Z,103.47,218.72,0.83,46.35,0.861,50.03,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:20.862190Z,470.93,221.21,1.76,66.52,0.871,50.1,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:20.862190Z,455.85,221.52,2.2,66.06,0.884,50.0,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:20.862190Z,486.56,221.93,2.23,70.26,0.851,50.03,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:20.862190Z,446.42,218.72,1.86,60.23,0.888,49.99,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:20.862190Z,484.5,220.64,2.39,67.96,0.875,50.04,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:20.862190Z,237.87,218.33,1.43,56.21,0.888,50.07,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:20.862190Z,221.0,220.02,1.03,54.73,0.873,50.09,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:20.862190Z,250.21,220.5,1.16,58.5,0.863,49.91,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:20.862190Z,118.98,219.69,0.43,47.92,0.852,50.0,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:20.862190Z,103.51,218.68,0.53,44.17,0.884,49.93,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:21.866378Z,480.88,218.64,2.03,65.63,0.889,50.04,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:21.866378Z,452.72,219.47,2.51,66.23,0.88,50.01,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:21.866378Z,496.76,221.89,2.63,69.68,0.851,49.99,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:21.866378Z,442.19,219.01,2.47,60.45,0.882,49.91,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:21.866378Z,486.62,221.01,2.5,66.54,0.889,49.91,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:21.866378Z,228.22,218.73,1.07,55.84,0.856,49.98,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:21.866378Z,221.5,218.24,0.99,54.11,0.884,50.1,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:21.866378Z,250.27,220.22,1.28,59.69,0.884,49.93,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:21.866378Z,108.54,219.95,0.63,46.58,0.885,49.98,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:21.866378Z,94.58,220.07,0.41,45.0,0.862,49.94,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:22.867994Z,474.72,221.92,2.45,68.16,0.883,50.04,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:22.867994Z,457.07,220.25,1.61,62.94,0.858,50.04,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:22.867994Z,489.81,221.49,2.55,67.87,0.887,50.08,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:22.867994Z,446.27,221.25,1.66,61.0,0.878,50.04,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:22.867994Z,486.79,153.78,2.88,65.63,0.873,49.96,1
SENSOR_B01,PLANT_B,2026-06-28T22:32:22.867994Z,230.85,219.01,1.25,57.67,0.876,49.96,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:22.867994Z,227.5,221.35,0.8,54.01,0.853,50.05,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:22.867994Z,246.76,221.38,1.13,57.43,0.854,50.05,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:22.867994Z,119.65,221.27,0.78,49.48,0.883,50.05,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:22.867994Z,145.52,218.55,0.63,81.21,0.853,50.05,1
SENSOR_A01,PLANT_A,2026-06-28T22:32:23.870002Z,465.25,219.11,2.39,65.98,0.877,50.06,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:23.870002Z,455.01,221.34,2.15,64.55,0.859,49.91,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:23.870002Z,493.49,218.32,2.24,69.81,0.864,50.07,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:23.870002Z,433.16,218.7,1.68,60.37,0.852,49.92,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:23.870002Z,488.69,218.27,1.83,67.23,0.885,50.01,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:23.870002Z,243.52,220.32,1.04,58.2,0.861,50.05,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:23.870002Z,214.86,221.45,0.49,55.54,0.862,49.94,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:23.870002Z,249.44,219.8,0.95,57.79,0.886,49.9,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:23.870002Z,105.67,219.04,0.27,48.26,0.855,50.09,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:23.870002Z,104.02,220.44,0.71,47.05,0.883,49.99,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:24.871640Z,476.16,221.29,2.59,67.82,0.89,49.99,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:24.871640Z,455.2,219.91,2.31,63.86,0.864,50.07,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:24.871640Z,497.35,219.5,1.86,67.21,0.879,49.97,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:24.871640Z,445.88,220.47,2.05,60.27,0.863,49.98,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:24.871640Z,477.09,220.63,2.09,67.32,0.884,50.0,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:24.871640Z,231.62,220.39,1.31,57.32,0.873,49.99,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:24.871640Z,225.31,219.42,0.89,54.53,0.869,50.08,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:24.871640Z,264.55,220.81,1.35,59.75,0.855,49.97,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:24.871640Z,107.94,219.22,0.57,46.84,0.858,50.09,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:24.871640Z,138.23,221.07,0.12,77.01,0.852,50.07,1
SENSOR_A01,PLANT_A,2026-06-28T22:32:25.873423Z,471.81,221.98,1.71,67.28,0.869,50.07,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:25.873423Z,461.62,219.61,2.45,63.61,0.887,50.02,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:25.873423Z,499.0,218.9,2.66,69.34,0.87,50.07,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:25.873423Z,446.88,221.01,2.25,62.78,0.861,50.08,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:25.873423Z,1174.92,221.76,5.48,65.91,0.871,49.92,1
SENSOR_B01,PLANT_B,2026-06-28T22:32:25.873423Z,233.61,220.68,0.95,58.35,0.859,49.96,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:25.873423Z,427.12,220.24,1.23,55.71,0.877,49.92,1
SENSOR_B03,PLANT_B,2026-06-28T22:32:25.873423Z,258.46,220.62,1.18,60.61,0.884,49.99,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:25.873423Z,113.51,221.7,0.8,48.76,0.857,50.05,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:25.873423Z,105.58,220.8,0.45,47.33,0.862,49.91,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:26.901071Z,468.77,220.59,2.55,67.92,0.863,49.99,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:26.901071Z,462.06,221.68,2.3,64.41,0.868,49.94,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:26.901071Z,503.96,219.7,1.8,69.99,0.856,50.02,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:26.901071Z,430.52,221.29,1.54,62.45,0.851,49.91,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:26.901071Z,484.99,220.66,2.01,68.3,0.884,49.94,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:26.901071Z,244.03,221.19,1.23,58.66,0.855,49.92,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:26.901071Z,218.19,221.82,1.39,55.64,0.855,50.06,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:26.901071Z,252.1,220.92,0.83,57.29,0.88,50.08,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:26.901071Z,118.63,221.51,0.08,48.61,0.864,49.91,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:26.901071Z,111.62,220.54,0.73,44.78,0.888,50.06,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:27.903202Z,475.83,220.93,1.82,67.76,0.871,49.91,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:27.903202Z,455.07,221.31,1.56,64.02,0.879,49.93,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:27.903202Z,490.91,218.9,2.16,68.98,0.858,49.98,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:27.903202Z,429.64,220.7,1.6,62.35,0.883,49.93,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:27.903202Z,483.12,220.15,2.34,68.53,0.874,49.93,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:27.903202Z,238.79,218.45,1.44,55.29,0.861,50.1,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:27.903202Z,222.73,219.49,0.91,57.1,0.863,50.08,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:27.903202Z,252.85,221.78,0.75,57.67,0.856,50.04,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:27.903202Z,116.88,219.2,0.37,46.83,0.86,49.96,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:27.903202Z,96.53,220.44,0.57,47.09,0.883,49.99,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:28.904877Z,480.59,219.25,2.52,66.59,0.889,49.94,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:28.904877Z,462.78,221.59,1.76,64.39,0.888,49.98,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:28.904877Z,501.74,221.28,2.03,69.51,0.868,50.04,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:28.904877Z,435.65,218.67,1.5,60.55,0.87,49.92,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:28.904877Z,490.65,219.88,1.76,66.22,0.856,49.99,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:28.904877Z,237.27,219.53,1.16,55.52,0.867,49.93,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:28.904877Z,228.14,221.74,1.11,54.2,0.861,50.07,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:28.904877Z,263.9,220.13,1.19,58.44,0.877,50.06,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:28.904877Z,114.48,219.72,0.16,49.03,0.888,49.92,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:28.904877Z,105.02,221.43,0.45,44.98,0.859,50.02,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:29.930182Z,468.82,219.94,1.77,68.48,0.851,49.95,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:29.930182Z,461.15,220.81,2.2,63.32,0.884,50.07,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:29.930182Z,502.5,218.99,2.31,68.43,0.854,49.95,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:29.930182Z,430.54,220.63,2.34,63.47,0.861,49.99,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:29.930182Z,490.16,221.76,2.06,67.82,0.889,49.97,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:29.930182Z,230.45,219.22,1.4,55.53,0.881,49.9,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:29.930182Z,219.14,218.76,0.94,55.97,0.853,50.05,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:29.930182Z,255.25,218.57,1.16,58.86,0.861,49.98,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:29.930182Z,110.83,219.98,0.82,45.57,0.86,50.03,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:29.930182Z,96.3,220.61,0.68,44.05,0.867,50.01,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:30.934527Z,469.1,218.18,1.68,67.77,0.886,49.92,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:30.934527Z,457.66,219.1,2.4,66.19,0.874,49.9,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:30.934527Z,499.65,221.47,1.85,68.4,0.857,49.91,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:30.934527Z,434.93,221.49,2.21,62.01,0.867,49.93,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:30.934527Z,482.14,219.6,2.67,69.35,0.886,50.05,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:30.934527Z,238.73,218.57,0.71,55.33,0.876,50.1,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:30.934527Z,222.84,220.87,1.04,54.69,0.889,49.96,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:30.934527Z,356.27,220.84,0.76,104.81,0.865,49.96,1
SENSOR_C01,PLANT_C,2026-06-28T22:32:30.934527Z,112.16,221.96,0.11,45.56,0.854,50.06,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:30.934527Z,107.61,221.75,0.96,45.88,0.867,50.05,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:31.937525Z,468.39,218.24,2.58,66.31,0.865,49.94,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:31.937525Z,454.24,221.69,2.34,62.94,0.854,50.06,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:31.937525Z,501.28,218.47,2.29,66.65,0.89,50.0,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:31.937525Z,441.76,220.41,1.86,63.12,0.872,49.91,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:31.937525Z,481.54,219.51,1.93,66.89,0.87,49.9,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:31.937525Z,244.31,220.63,0.67,55.03,0.887,50.09,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:31.937525Z,228.13,219.09,0.91,54.24,0.858,50.06,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:31.937525Z,264.45,219.0,1.34,59.2,0.858,50.0,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:31.937525Z,121.55,220.62,0.75,48.33,0.883,49.92,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:31.937525Z,107.86,220.51,0.31,46.95,0.869,50.1,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:32.940785Z,468.53,221.97,1.95,65.18,0.884,49.97,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:32.940785Z,448.52,218.66,2.12,62.77,0.876,49.97,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:32.940785Z,489.72,220.9,2.52,67.82,0.865,50.08,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:32.940785Z,430.48,218.87,1.54,59.98,0.882,50.01,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:32.940785Z,480.8,218.15,1.7,65.88,0.873,50.04,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:32.940785Z,235.96,218.05,1.48,56.62,0.857,49.9,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:32.940785Z,220.42,220.46,1.26,54.68,0.873,50.06,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:32.940785Z,252.49,220.27,1.61,60.33,0.875,50.04,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:32.940785Z,113.46,221.82,0.05,49.13,0.878,50.0,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:32.940785Z,94.84,219.52,0.37,45.06,0.854,50.02,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:33.944188Z,466.44,219.38,2.22,67.54,0.877,49.91,0
SENSOR_A02,PLANT_A,2026-06-28T22:32:33.944188Z,457.46,221.85,1.8,66.3,0.875,49.96,0
SENSOR_A03,PLANT_A,2026-06-28T22:32:33.944188Z,484.23,221.3,1.88,66.81,0.874,49.99,0
SENSOR_A04,PLANT_A,2026-06-28T22:32:33.944188Z,444.61,220.72,1.89,63.27,0.877,49.94,0
SENSOR_A05,PLANT_A,2026-06-28T22:32:33.944188Z,485.87,219.89,2.46,68.92,0.882,49.97,0
SENSOR_B01,PLANT_B,2026-06-28T22:32:33.944188Z,241.2,220.73,1.06,57.86,0.873,49.91,0
SENSOR_B02,PLANT_B,2026-06-28T22:32:33.944188Z,222.01,219.04,0.7,55.78,0.857,49.99,0
SENSOR_B03,PLANT_B,2026-06-28T22:32:33.944188Z,263.84,221.31,0.86,60.47,0.869,49.93,0
SENSOR_C01,PLANT_C,2026-06-28T22:32:33.944188Z,117.42,221.21,0.14,47.18,0.876,49.93,0
SENSOR_C02,PLANT_C,2026-06-28T22:32:33.944188Z,99.42,219.6,0.52,45.85,0.858,50.08,0
SENSOR_A01,PLANT_A,2026-06-28T22:32:34.946009Z,476.45,221.6,2.13,65.54,0.868,50.0,0
